
Intensity Sum of Square Ch=36 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,Set 1,ID,
1.28183e+08,,Surface,36,Image 1,1,Class B,0,
4.03044e+07,,Surface,36,Image 1,1,Class B,1,
6.64357e+07,,Surface,36,Image 1,1,Class B,2,
6.40368e+07,,Surface,36,Image 1,1,Class A,3,
