
Intensity Sum of Square Ch=27 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,Set 1,ID,
4.57114e+08,,Surface,27,Image 1,1,Class B,0,
8.60879e+08,,Surface,27,Image 1,1,Class B,1,
3.91595e+09,,Surface,27,Image 1,1,Class B,2,
5.13272e+09,,Surface,27,Image 1,1,Class A,3,
