
Intensity Mean Ch=33 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,Set 1,ID,
1123.5,,Surface,33,Image 1,1,Class B,0,
1031.45,,Surface,33,Image 1,1,Class B,1,
2032.67,,Surface,33,Image 1,1,Class B,2,
1874.78,,Surface,33,Image 1,1,Class A,3,
