
Intensity Sum Ch=20 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,Set 1,ID,
2913,,Surface,20,Image 1,1,Class B,0,
1912,,Surface,20,Image 1,1,Class B,1,
31633,,Surface,20,Image 1,1,Class B,2,
4298,,Surface,20,Image 1,1,Class A,3,
