
Intensity Sum Ch=39 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,Set 1,ID,
4240,,Surface,39,Image 1,1,Class B,0,
12384,,Surface,39,Image 1,1,Class B,1,
28037,,Surface,39,Image 1,1,Class B,2,
51344,,Surface,39,Image 1,1,Class A,3,
