
Intensity Max Ch=30 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,Set 1,ID,
1381,,Surface,30,Image 1,1,Class B,0,
644,,Surface,30,Image 1,1,Class B,1,
535,,Surface,30,Image 1,1,Class B,2,
560,,Surface,30,Image 1,1,Class A,3,
