
Intensity Max Ch=2 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,Set 1,ID,
8197,,Surface,2,Image 1,1,Class B,0,
5764,,Surface,2,Image 1,1,Class B,1,
5867,,Surface,2,Image 1,1,Class B,2,
7710,,Surface,2,Image 1,1,Class A,3,
