
Intensity Sum of Square Ch=8 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,Set 1,ID,
18868,,Surface,8,Image 1,1,Class B,0,
2.27793e+07,,Surface,8,Image 1,1,Class B,1,
1.21945e+08,,Surface,8,Image 1,1,Class B,2,
1.02411e+08,,Surface,8,Image 1,1,Class A,3,
