
Intensity StdDev Ch=18 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,Set 1,ID,
46.457,,Surface,18,Image 1,1,Class B,0,
5.15434,,Surface,18,Image 1,1,Class B,1,
152.785,,Surface,18,Image 1,1,Class B,2,
61.8225,,Surface,18,Image 1,1,Class A,3,
