
Intensity StdDev Ch=4 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,Set 1,ID,
924.208,,Surface,4,Image 1,1,Class B,0,
251.984,,Surface,4,Image 1,1,Class B,1,
506.187,,Surface,4,Image 1,1,Class B,2,
706.608,,Surface,4,Image 1,1,Class A,3,
