
Intensity StdDev Ch=32 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,Set 1,ID,
27.7435,,Surface,32,Image 1,1,Class B,0,
34.9737,,Surface,32,Image 1,1,Class B,1,
12.2124,,Surface,32,Image 1,1,Class B,2,
59.5833,,Surface,32,Image 1,1,Class A,3,
