
Intensity Sum Ch=4 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,Set 1,ID,
2.4589e+06,,Surface,4,Image 1,1,Class B,0,
1.31652e+06,,Surface,4,Image 1,1,Class B,1,
2.70625e+06,,Surface,4,Image 1,1,Class B,2,
4.20518e+06,,Surface,4,Image 1,1,Class A,3,
