
Intensity Max Ch=21 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,Set 1,ID,
2780,,Surface,21,Image 1,1,Class B,0,
4475,,Surface,21,Image 1,1,Class B,1,
5753,,Surface,21,Image 1,1,Class B,2,
8849,,Surface,21,Image 1,1,Class A,3,
