
Intensity Sum Ch=22 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,Set 1,ID,
23559,,Surface,22,Image 1,1,Class B,0,
6743,,Surface,22,Image 1,1,Class B,1,
42781,,Surface,22,Image 1,1,Class B,2,
62164,,Surface,22,Image 1,1,Class A,3,
