
Intensity Sum of Square Ch=28 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,Set 1,ID,
2.24955e+08,,Surface,28,Image 1,1,Class B,0,
5.62388e+08,,Surface,28,Image 1,1,Class B,1,
1.56834e+09,,Surface,28,Image 1,1,Class B,2,
1.91048e+09,,Surface,28,Image 1,1,Class A,3,
