
Intensity Sum of Square Ch=14 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,Set 1,ID,
3.83374e+06,,Surface,14,Image 1,1,Class B,0,
4.52468e+06,,Surface,14,Image 1,1,Class B,1,
1.81953e+07,,Surface,14,Image 1,1,Class B,2,
2.87844e+07,,Surface,14,Image 1,1,Class A,3,
