
Intensity Sum of Square Ch=19 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,Set 1,ID,
746155,,Surface,19,Image 1,1,Class B,0,
1.96778e+07,,Surface,19,Image 1,1,Class B,1,
1.12183e+08,,Surface,19,Image 1,1,Class B,2,
1.07759e+08,,Surface,19,Image 1,1,Class A,3,
