
Intensity StdDev Ch=16 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,Set 1,ID,
66.8156,,Surface,16,Image 1,1,Class B,0,
107.591,,Surface,16,Image 1,1,Class B,1,
438.655,,Surface,16,Image 1,1,Class B,2,
680.55,,Surface,16,Image 1,1,Class A,3,
