
Intensity Max Ch=15 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,Set 1,ID,
505,,Surface,15,Image 1,1,Class B,0,
1463,,Surface,15,Image 1,1,Class B,1,
1251,,Surface,15,Image 1,1,Class B,2,
4484,,Surface,15,Image 1,1,Class A,3,
