
Intensity Sum of Square Ch=26 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,Set 1,ID,
3.95194e+06,,Surface,26,Image 1,1,Class B,0,
2.47451e+06,,Surface,26,Image 1,1,Class B,1,
3.322e+06,,Surface,26,Image 1,1,Class B,2,
3.83653e+06,,Surface,26,Image 1,1,Class A,3,
