
Intensity Mean Ch=31 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,Set 1,ID,
2.28839,,Surface,31,Image 1,1,Class B,0,
6.82079,,Surface,31,Image 1,1,Class B,1,
6.90086,,Surface,31,Image 1,1,Class B,2,
83.0375,,Surface,31,Image 1,1,Class A,3,
