
Intensity StdDev Ch=31 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,Set 1,ID,
18.7675,,Surface,31,Image 1,1,Class B,0,
34.5154,,Surface,31,Image 1,1,Class B,1,
30.0077,,Surface,31,Image 1,1,Class B,2,
139.279,,Surface,31,Image 1,1,Class A,3,
