
Intensity StdDev Ch=19 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,Set 1,ID,
19.9515,,Surface,19,Image 1,1,Class B,0,
104.559,,Surface,19,Image 1,1,Class B,1,
173.594,,Surface,19,Image 1,1,Class B,2,
163.76,,Surface,19,Image 1,1,Class A,3,
