
Intensity Sum of Square Ch=5 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,Set 1,ID,
4.47209e+08,,Surface,5,Image 1,1,Class B,0,
1.03229e+09,,Surface,5,Image 1,1,Class B,1,
9.57552e+09,,Surface,5,Image 1,1,Class B,2,
9.84081e+09,,Surface,5,Image 1,1,Class A,3,
