
Intensity Mean Ch=28 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,Set 1,ID,
216.015,,Surface,28,Image 1,1,Class B,0,
475.059,,Surface,28,Image 1,1,Class B,1,
640.205,,Surface,28,Image 1,1,Class B,2,
487.975,,Surface,28,Image 1,1,Class A,3,
