
Intensity Max Ch=3 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,Set 1,ID,
1238,,Surface,3,Image 1,1,Class B,0,
1091,,Surface,3,Image 1,1,Class B,1,
2099,,Surface,3,Image 1,1,Class B,2,
1875,,Surface,3,Image 1,1,Class A,3,
