
Intensity StdDev Ch=26 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,Set 1,ID,
45.6716,,Surface,26,Image 1,1,Class B,0,
38.406,,Surface,26,Image 1,1,Class B,1,
33.5309,,Surface,26,Image 1,1,Class B,2,
33.0503,,Surface,26,Image 1,1,Class A,3,
