
Intensity Mean Ch=12 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,Set 1,ID,
11.3126,,Surface,12,Image 1,1,Class B,0,
132.603,,Surface,12,Image 1,1,Class B,1,
728.381,,Surface,12,Image 1,1,Class B,2,
861.854,,Surface,12,Image 1,1,Class A,3,
