
Intensity Max Ch=23 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,Set 1,ID,
612,,Surface,23,Image 1,1,Class B,0,
762,,Surface,23,Image 1,1,Class B,1,
1598,,Surface,23,Image 1,1,Class B,2,
963,,Surface,23,Image 1,1,Class A,3,
