
Intensity Mean Ch=15 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,Set 1,ID,
2.02091,,Surface,15,Image 1,1,Class B,0,
92.646,,Surface,15,Image 1,1,Class B,1,
100.704,,Surface,15,Image 1,1,Class B,2,
633.181,,Surface,15,Image 1,1,Class A,3,
