
Intensity Sum Ch=21 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,Set 1,ID,
726576,,Surface,21,Image 1,1,Class B,0,
1.36466e+06,,Surface,21,Image 1,1,Class B,1,
4.88047e+06,,Surface,21,Image 1,1,Class B,2,
3.54552e+06,,Surface,21,Image 1,1,Class A,3,
