
Intensity Mean Ch=26 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,Set 1,ID,
9.43863,,Surface,26,Image 1,1,Class B,0,
10.1543,,Surface,26,Image 1,1,Class B,1,
7.77282,,Surface,26,Image 1,1,Class B,2,
8.1486,,Surface,26,Image 1,1,Class A,3,
