
Intensity Sum Ch=27 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,Set 1,ID,
600384,,Surface,27,Image 1,1,Class B,0,
957697,,Surface,27,Image 1,1,Class B,1,
2.5309e+06,,Surface,27,Image 1,1,Class B,2,
2.58012e+06,,Surface,27,Image 1,1,Class A,3,
