
Intensity Mean Ch=16 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,Set 1,ID,
24.4502,,Surface,16,Image 1,1,Class B,0,
51.7679,,Surface,16,Image 1,1,Class B,1,
273.717,,Surface,16,Image 1,1,Class B,2,
363.906,,Surface,16,Image 1,1,Class A,3,
