
Intensity StdDev Ch=14 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,Set 1,ID,
44.3227,,Surface,14,Image 1,1,Class B,0,
50.4872,,Surface,14,Image 1,1,Class B,1,
72.5514,,Surface,14,Image 1,1,Class B,2,
84.8191,,Surface,14,Image 1,1,Class A,3,
