
Intensity StdDev Ch=3 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,Set 1,ID,
144.754,,Surface,3,Image 1,1,Class B,0,
133.687,,Surface,3,Image 1,1,Class B,1,
164.36,,Surface,3,Image 1,1,Class B,2,
157.764,,Surface,3,Image 1,1,Class A,3,
