
Intensity StdDev Ch=11 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,Set 1,ID,
2.71876,,Surface,11,Image 1,1,Class B,0,
22.8527,,Surface,11,Image 1,1,Class B,1,
245.606,,Surface,11,Image 1,1,Class B,2,
262.695,,Surface,11,Image 1,1,Class A,3,
