
Intensity StdDev Ch=39 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,Set 1,ID,
18.3563,,Surface,39,Image 1,1,Class B,0,
40.6527,,Surface,39,Image 1,1,Class B,1,
51.8953,,Surface,39,Image 1,1,Class B,2,
67.0083,,Surface,39,Image 1,1,Class A,3,
