
Intensity Sum of Square Ch=38 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,Set 1,ID,
1.85871e+09,,Surface,38,Image 1,1,Class B,0,
2.44759e+09,,Surface,38,Image 1,1,Class B,1,
3.44477e+09,,Surface,38,Image 1,1,Class B,2,
4.4839e+09,,Surface,38,Image 1,1,Class A,3,
