
Intensity Sum Ch=38 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,Set 1,ID,
674071,,Surface,38,Image 1,1,Class B,0,
1.1001e+06,,Surface,38,Image 1,1,Class B,1,
1.71793e+06,,Surface,38,Image 1,1,Class B,2,
2.35623e+06,,Surface,38,Image 1,1,Class A,3,
