
Intensity StdDev Ch=22 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,Set 1,ID,
44.4682,,Surface,22,Image 1,1,Class B,0,
20.18,,Surface,22,Image 1,1,Class B,1,
51.9672,,Surface,22,Image 1,1,Class B,2,
90.3818,,Surface,22,Image 1,1,Class A,3,
