
Intensity Sum Ch=33 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,Set 1,ID,
2.0414e+06,,Surface,33,Image 1,1,Class B,0,
1.61731e+06,,Surface,33,Image 1,1,Class B,1,
5.69961e+06,,Surface,33,Image 1,1,Class B,2,
6.20738e+06,,Surface,33,Image 1,1,Class A,3,
