
Intensity Mean Ch=14 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,Set 1,ID,
12.0594,,Surface,14,Image 1,1,Class B,0,
18.3489,,Surface,14,Image 1,1,Class B,1,
35.005,,Surface,14,Image 1,1,Class B,2,
38.7206,,Surface,14,Image 1,1,Class A,3,
