
Intensity StdDev Ch=23 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,Set 1,ID,
45.8205,,Surface,23,Image 1,1,Class B,0,
79.7165,,Surface,23,Image 1,1,Class B,1,
182.045,,Surface,23,Image 1,1,Class B,2,
80.6016,,Surface,23,Image 1,1,Class A,3,
