
Intensity Sum Ch=36 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,Set 1,ID,
234361,,Surface,36,Image 1,1,Class B,0,
126539,,Surface,36,Image 1,1,Class B,1,
193066,,Surface,36,Image 1,1,Class B,2,
140773,,Surface,36,Image 1,1,Class A,3,
