
Intensity Mean Ch=13 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,Set 1,ID,
273.441,,Surface,13,Image 1,1,Class B,0,
623.432,,Surface,13,Image 1,1,Class B,1,
1462.58,,Surface,13,Image 1,1,Class B,2,
850.373,,Surface,13,Image 1,1,Class A,3,
