
Intensity Mean Ch=39 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,Set 1,ID,
2.33352,,Surface,39,Image 1,1,Class B,0,
7.89796,,Surface,39,Image 1,1,Class B,1,
9.99893,,Surface,39,Image 1,1,Class B,2,
15.5071,,Surface,39,Image 1,1,Class A,3,
