
Intensity Median Ch=3 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,Set 1,ID,
415.5,,Surface,3,Image 1,1,Class B,0,
422.75,,Surface,3,Image 1,1,Class B,1,
397.5,,Surface,3,Image 1,1,Class B,2,
426.5,,Surface,3,Image 1,1,Class A,3,
