
Intensity Sum Ch=29 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,Set 1,ID,
1.35377e+06,,Surface,29,Image 1,1,Class B,0,
1.21074e+06,,Surface,29,Image 1,1,Class B,1,
4.73808e+06,,Surface,29,Image 1,1,Class B,2,
5.07016e+06,,Surface,29,Image 1,1,Class A,3,
