
Intensity Sum Ch=14 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,Set 1,ID,
21912,,Surface,14,Image 1,1,Class B,0,
28771,,Surface,14,Image 1,1,Class B,1,
98154,,Surface,14,Image 1,1,Class B,2,
128204,,Surface,14,Image 1,1,Class A,3,
