
Intensity Mean Ch=1 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,Set 1,ID,
3062.94,,Surface,1,Image 1,1,Class B,0,
3541.45,,Surface,1,Image 1,1,Class B,1,
6141.47,,Surface,1,Image 1,1,Class B,2,
5152.05,,Surface,1,Image 1,1,Class A,3,
