
Intensity Mean Ch=4 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,Set 1,ID,
1353.28,,Surface,4,Image 1,1,Class B,0,
839.615,,Surface,4,Image 1,1,Class B,1,
965.138,,Surface,4,Image 1,1,Class B,2,
1270.06,,Surface,4,Image 1,1,Class A,3,
