
Intensity Mean Ch=22 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,Set 1,ID,
12.9659,,Surface,22,Image 1,1,Class B,0,
4.30038,,Surface,22,Image 1,1,Class B,1,
15.2571,,Surface,22,Image 1,1,Class B,2,
18.775,,Surface,22,Image 1,1,Class A,3,
