
Intensity StdDev Ch=29 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,Set 1,ID,
594.885,,Surface,29,Image 1,1,Class B,0,
615.946,,Surface,29,Image 1,1,Class B,1,
1263.47,,Surface,29,Image 1,1,Class B,2,
1998.64,,Surface,29,Image 1,1,Class A,3,
