
Intensity Mean Ch=2 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,Set 1,ID,
1514.63,,Surface,2,Image 1,1,Class B,0,
1441.03,,Surface,2,Image 1,1,Class B,1,
1265.85,,Surface,2,Image 1,1,Class B,2,
1465.99,,Surface,2,Image 1,1,Class A,3,
