
Intensity Mean Ch=37 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,Set 1,ID,
812.523,,Surface,37,Image 1,1,Class B,0,
1180.14,,Surface,37,Image 1,1,Class B,1,
2417.48,,Surface,37,Image 1,1,Class B,2,
1709.66,,Surface,37,Image 1,1,Class A,3,
