
Intensity Mean Ch=18 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,Set 1,ID,
7.45955,,Surface,18,Image 1,1,Class B,0,
0.343112,,Surface,18,Image 1,1,Class B,1,
46.3267,,Surface,18,Image 1,1,Class B,2,
12.0269,,Surface,18,Image 1,1,Class A,3,
