
Intensity StdDev Ch=38 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,Set 1,ID,
940.92,,Surface,38,Image 1,1,Class B,0,
1033.79,,Surface,38,Image 1,1,Class B,1,
923.663,,Surface,38,Image 1,1,Class B,2,
920.769,,Surface,38,Image 1,1,Class A,3,
