
Intensity Mean Ch=19 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,Set 1,ID,
3.54816,,Surface,19,Image 1,1,Class B,0,
40.2117,,Surface,19,Image 1,1,Class B,1,
99.3648,,Surface,19,Image 1,1,Class B,2,
75.6853,,Surface,19,Image 1,1,Class A,3,
