
Intensity Max Ch=16 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,Set 1,ID,
675,,Surface,16,Image 1,1,Class B,0,
706,,Surface,16,Image 1,1,Class B,1,
2462,,Surface,16,Image 1,1,Class B,2,
4682,,Surface,16,Image 1,1,Class A,3,
