
Intensity Sum of Square Ch=25 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,Set 1,ID,
6.0864e+08,,Surface,25,Image 1,1,Class B,0,
1.14744e+09,,Surface,25,Image 1,1,Class B,1,
8.3929e+09,,Surface,25,Image 1,1,Class B,2,
1.15659e+10,,Surface,25,Image 1,1,Class A,3,
