
Intensity Mean Ch=9 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,Set 1,ID,
412.551,,Surface,9,Image 1,1,Class B,0,
985.154,,Surface,9,Image 1,1,Class B,1,
2013.58,,Surface,9,Image 1,1,Class B,2,
1541.5,,Surface,9,Image 1,1,Class A,3,
