
Intensity Mean Ch=23 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,Set 1,ID,
9.54761,,Surface,23,Image 1,1,Class B,0,
19.6059,,Surface,23,Image 1,1,Class B,1,
70.4205,,Surface,23,Image 1,1,Class B,2,
19.7756,,Surface,23,Image 1,1,Class A,3,
