
Intensity Sum of Square Ch=3 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,Set 1,ID,
3.87109e+08,,Surface,3,Image 1,1,Class B,0,
3.34433e+08,,Surface,3,Image 1,1,Class B,1,
5.8794e+08,,Surface,3,Image 1,1,Class B,2,
7.5921e+08,,Surface,3,Image 1,1,Class A,3,
